"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","numAdminTickets","numTechTickets","Churn","predicted_probability","y"
"1","1","1","1",46,"2","1","1","1","1","1","1","1","3","2","1","2",55.65,2688.85,1,0,"1",0.00800485791227563,"0"
"1","1","2","2",8,"2","1","1","3","3","1","1","1","1","1","1","4",54.65,482.25,0,0,"1",0.133685733612694,"0"
"2","2","1","1",30,"2","1","1","3","3","1","1","3","3","1","2","3",74.75,2111.3,0,0,"1",0.0598970890698962,"0"
"1","1","2","2",45,"2","3","3","2","2","2","2","2","2","2","2","2",25.9,1216.6,0,0,"1",0.00570016803815786,"0"
"1","1","1","2",1,"2","1","2","1","1","1","1","3","1","1","2","3",79.35,79.35,2,0,"2",0.767026520670631,"0"
"1","1","2","2",11,"1","2","1","3","1","1","1","3","3","1","1","3",50.55,565.35,0,0,"1",0.290886076978083,"0"
"1","1","2","1",7,"2","1","2","1","1","3","1","1","1","1","2","1",75.15,496.9,5,0,"2",0.558415096897464,"0"
"1","1","1","1",42,"2","1","2","1","3","3","3","3","3","1","2","1",103.8,4327.5,0,0,"1",0.0454259154999417,"0"
"1","1","2","1",49,"2","1","3","2","2","2","2","2","2","3","2","1",20.15,973.35,0,0,"1",0.000889434293095458,"0"
"2","1","1","1",9,"2","3","2","1","3","1","1","3","3","1","2","2",99.3,918.75,0,0,"1",0.535362787731007,"0"
"1","1","2","1",35,"2","1","1","3","1","1","1","3","1","2","2","1",62.15,2215.45,0,0,"1",0.0177375651395978,"0"
"1","1","2","2",48,"2","1","3","2","2","2","2","2","2","3","1","1",20.65,1057,0,0,"1",0.00063316544769301,"0"
"1","1","2","2",46,"2","1","3","2","2","2","2","2","2","3","2","4",19.95,927.1,0,0,"1",0.000823619939346418,"0"
"2","1","2","1",29,"1","2","1","1","1","1","1","3","1","1","1","4",33.75,1009.25,0,0,"1",0.107449462275561,"0"
"2","1","2","2",30,"2","1","2","1","3","3","1","1","1","1","1","1",82.05,2570.2,0,0,"1",0.0828181057726752,"0"
"2","2","1","1",1,"2","1","2","1","1","1","3","1","1","1","1","3",74.7,74.7,0,0,"1",0.729477309603087,"0"
"2","1","2","2",66,"2","3","1","3","1","3","3","3","3","3","2","4",84,5714.25,0,0,"1",0.000184591132439412,"0"
"1","1","1","1",65,"2","3","2","3","3","3","1","3","3","1","2","2",111.05,7107,0,0,"1",0.00534121311379672,"0"
"2","1","1","1",72,"2","3","2","1","3","3","1","3","3","3","2","1",100.9,7459.05,0,0,"1",0.000665285031523333,"0"
"1","1","1","1",12,"2","3","2","3","1","1","1","1","1","1","2","3",78.95,927.35,0,0,"2",0.567165884229995,"0"
"2","1","2","2",71,"2","3","1","3","3","1","3","1","1","2","2","2",66.85,4748.7,0,0,"1",0.000459113213974123,"0"
"2","1","1","1",5,"2","1","3","2","2","2","2","2","2","1","1","4",21.05,113.85,5,0,"2",0.12832017892184,"0"
"2","1","1","1",52,"2","1","3","2","2","2","2","2","2","3","1","1",21,1107.2,0,0,"1",0.00046697404930523,"0"
"1","2","2","1",25,"2","1","2","1","3","3","1","3","3","1","2","3",98.5,2514.5,0,1,"2",0.60393678359602,"0"
"2","1","1","1",1,"2","1","3","2","2","2","2","2","2","1","1","4",20.2,20.2,0,0,"1",0.215440149151067,"0"
"1","1","2","2",1,"2","1","3","2","2","2","2","2","2","1","1","3",19.45,19.45,0,0,"1",0.286321825828245,"0"
"2","1","1","1",38,"2","3","2","1","1","3","3","3","1","2","1","1",95,3605.6,0,0,"1",0.0371442296465445,"0"
"1","2","2","1",66,"1","2","1","1","3","3","1","3","1","2","1","1",45.55,3027.25,0,0,"1",0.00225174336256543,"0"
"2","1","2","1",68,"2","3","2","1","3","3","3","3","3","3","2","1",110,7611.85,0,6,"2",0.764533172049039,"0"
"2","1","1","1",5,"1","2","1","1","1","1","1","1","1","1","1","4",24.3,100.2,0,0,"1",0.485415995253111,"0"
"1","1","2","2",72,"2","3","2","3","3","1","1","3","3","2","2","3",104.15,7303.05,0,0,"1",0.00206500258976232,"0"
"1","1","1","1",32,"1","2","1","3","1","1","1","1","1","2","1","4",30.15,927.65,0,0,"1",0.0257390748231947,"0"
"2","1","1","1",43,"2","3","2","1","1","1","1","3","3","2","1","4",94.35,3921.3,0,0,"1",0.0299154220343875,"0"
"2","1","2","2",72,"2","1","3","2","2","2","2","2","2","3","1","2",19.4,1363.25,0,0,"1",6.79464357737891e-05,"0"
"2","1","2","1",55,"2","3","2","3","3","1","1","3","1","1","2","3",96.75,5238.9,0,5,"2",0.960355460428107,"0"
"1","1","1","1",52,"2","1","1","3","1","3","3","1","1","2","1","2",57.95,3042.25,5,0,"1",0.00167185367155896,"0"
"1","1","1","1",43,"2","1","2","1","3","3","1","3","1","1","2","3",91.65,3954.1,0,0,"1",0.0570293405604095,"0"
"1","2","2","1",37,"2","3","2","1","1","1","1","1","1","1","2","3",76.5,2868.15,0,0,"2",0.244026015483034,"0"
"1","1","2","2",64,"1","2","1","1","3","1","3","3","3","3","2","3",54.6,3423.5,0,0,"1",0.000607271370539921,"0"
"2","1","2","2",3,"2","1","2","3","3","1","1","3","1","1","1","3",89.85,248.4,0,0,"1",0.415696641364341,"0"
"1","1","1","1",36,"1","2","1","3","1","1","1","1","1","3","1","1",31.05,1126.35,0,0,"1",0.00507906374963229,"0"
"1","1","2","2",10,"2","3","2","3","1","1","1","3","3","1","2","3",100.25,1064.65,0,1,"2",0.833413494511034,"0"
"1","1","1","1",41,"2","1","3","2","2","2","2","2","2","3","1","4",20.65,835.15,0,0,"1",0.00101114336164322,"0"
"2","1","2","2",27,"2","3","2","1","3","1","3","1","1","1","2","2",85.2,2151.6,0,2,"1",0.763621734572175,"0"
"1","1","2","2",56,"2","3","2","1","1","3","1","3","3","2","2","2",99.8,5515.45,0,0,"1",0.0116979626699011,"0"
"1","1","1","1",6,"2","1","3","2","2","2","2","2","2","1","1","4",20.7,112.75,0,0,"1",0.164051000090071,"0"
"2","1","1","1",3,"2","3","2","1","1","1","1","1","1","1","2","3",74.4,229.55,0,0,"2",0.811626163335046,"0"
"1","1","2","2",7,"2","1","1","3","1","1","1","1","1","1","1","4",50.7,350.35,0,0,"1",0.195935806723604,"0"
"1","1","2","2",4,"2","1","3","2","2","2","2","2","2","1","1","4",20.85,62.9,0,0,"1",0.166951004474118,"0"
"2","1","1","1",33,"2","1","2","3","1","1","3","3","1","3","2","3",88.95,3027.65,0,0,"1",0.0105377776911888,"0"
"1","2","1","1",27,"2","3","2","1","1","3","1","1","1","1","2","3",78.05,2135.5,0,0,"2",0.423863626802446,"0"
"2","1","2","1",72,"2","3","3","2","2","2","2","2","2","3","2","1",23.55,1723.95,0,0,"1",0.000174665849256499,"0"
"2","1","1","1",1,"2","1","3","2","2","2","2","2","2","1","1","4",19.75,19.75,0,0,"1",0.218465520883515,"0"
"2","2","1","1",71,"1","2","1","3","3","1","1","3","3","2","2","3",56.45,3985.35,0,0,"1",0.00145880075679317,"0"
"1","1","1","1",13,"2","3","2","1","1","1","1","1","3","1","2","3",85.95,1215.65,0,0,"1",0.652497763546822,"0"
"1","1","2","2",25,"1","2","1","3","3","3","1","3","3","1","2","2",58.6,1502.65,0,1,"2",0.238255554550052,"0"
"2","1","1","1",67,"2","1","1","1","1","1","3","1","1","3","1","1",50.55,3260.1,0,0,"1",0.000288095353039244,"0"
"2","1","1","1",1,"1","2","1","1","1","1","1","1","3","1","2","3",35.45,35.45,0,0,"2",0.710729891662987,"0"
"2","1","1","1",2,"2","1","1","1","1","1","1","1","1","1","1","3",44.35,81.25,0,0,"2",0.511774547277596,"0"
"1","1","1","1",43,"2","3","3","2","2","2","2","2","2","3","2","2",25.7,1188.2,0,0,"1",0.0016985977377209,"0"
"1","1","1","1",23,"2","1","2","3","1","1","1","1","1","1","2","1",75,1778.5,4,0,"1",0.207297041955636,"0"
"1","1","2","2",64,"2","1","3","2","2","2","2","2","2","3","1","4",20.2,1277.75,0,0,"1",0.000133356089813376,"0"
"2","1","1","2",57,"2","1","3","2","2","2","2","2","2","3","2","4",19.6,1170.55,0,0,"1",0.000321872848480499,"0"
"1","2","2","1",1,"2","1","2","1","1","1","1","1","1","1","2","4",70.45,70.45,0,0,"2",0.767007474306248,"0"
"1","2","2","2",72,"2","3","1","3","3","3","3","3","3","3","2","2",88.05,6425.65,0,0,"1",0.000117052508324429,"0"
"1","1","1","1",8,"2","3","1","3","1","1","3","1","3","1","1","3",71.15,563.65,0,0,"2",0.275451417497189,"0"
"1","1","2","1",61,"2","3","2","1","3","1","1","3","3","3","2","1",101.05,5971.25,0,0,"1",0.00171337314019057,"0"
"2","1","1","1",64,"2","3","2","3","3","1","1","1","1","2","2","2",84.3,5289.05,0,0,"1",0.00319461255742311,"0"
"2","2","2","1",71,"2","3","3","2","2","2","2","2","2","3","1","1",23.95,1756.2,0,0,"1",0.000177025137736377,"0"
"1","1","2","2",65,"2","3","2","3","3","1","3","3","1","3","2","2",99.05,6416.7,0,0,"1",0.000463216772067578,"0"
"2","1","1","1",3,"2","1","3","2","2","2","2","2","2","2","1","4",19.6,61.35,0,0,"1",0.093085379027467,"0"
"2","1","1","1",1,"2","1","1","1","1","1","1","1","1","1","2","3",45.65,45.65,0,0,"2",0.598343256166153,"0"
"2","1","1","2",30,"2","1","1","1","3","3","1","3","1","2","1","2",64.5,1929.95,0,0,"1",0.0149497266533637,"0"
"2","1","2","2",15,"2","1","1","1","3","3","3","1","3","1","2","4",69.5,1071.4,0,0,"1",0.104062255152763,"0"
"1","1","2","2",8,"2","1","1","1","1","1","3","3","3","1","2","3",68.55,564.35,4,0,"1",0.33681958498499,"0"
"2","1","1","1",7,"2","3","2","1","1","1","1","3","3","1","1","4",95,655.5,2,0,"2",0.554013782268537,"0"
"1","1","2","2",70,"2","3","2","3","3","3","1","3","3","2","2","2",108.15,7930.55,0,0,"1",0.00149017698946388,"0"
"2","1","2","2",62,"2","1","1","3","3","3","3","3","3","3","1","3",86.1,5215.25,1,0,"1",0.000116425065287084,"0"
"1","1","2","2",6,"2","1","3","2","2","2","2","2","2","1","1","4",19.7,113.5,0,0,"1",0.150895348512257,"0"
"1","1","2","2",14,"2","1","2","1","1","1","1","1","3","1","2","1",80.9,1152.8,0,0,"1",0.489621005547011,"0"
"1","1","1","1",22,"2","3","2","1","1","1","1","3","1","1","2","1",84.15,1821.95,0,0,"1",0.454696868698277,"0"
"2","1","2","2",22,"2","1","3","2","2","2","2","2","2","2","1","4",20.15,419.9,0,0,"1",0.0177865046511124,"0"
"2","1","2","2",16,"2","1","1","3","1","3","1","3","1","3","1","4",64.25,1024,0,0,"1",0.00815613076634616,"0"
"2","1","1","1",10,"2","3","3","2","2","2","2","2","2","3","1","1",25.7,251.6,0,0,"1",0.02053678509658,"0"
"1","1","1","2",13,"2","1","1","3","3","1","1","1","1","1","2","3",56,764.55,0,0,"1",0.172120871703987,"0"
"1","1","2","1",20,"2","3","2","3","1","1","1","1","1","1","1","3",82.4,1592.35,0,0,"2",0.288066229699089,"0"
"1","1","1","1",2,"2","1","2","1","1","1","1","1","1","1","2","3",69.7,135.2,0,0,"1",0.788785710038924,"0"
"2","1","1","1",53,"2","3","1","1","3","3","3","1","3","3","2","1",73.9,3958.25,0,1,"1",0.00404379934309803,"0"
"1","1","2","2",11,"2","1","3","2","2","2","2","2","2","2","1","4",20.6,233.9,2,0,"1",0.0421694007982751,"0"
"2","1","2","1",69,"2","1","3","2","2","2","2","2","2","3","1","4",19.9,1363.45,0,0,"1",8.78526110109237e-05,"0"
"1","1","1","1",4,"2","1","2","1","1","1","1","1","1","1","2","1",70.9,273,2,0,"2",0.702924256103002,"0"
"2","1","2","1",72,"2","3","1","3","3","3","3","3","3","3","2","1",89.05,6254.45,4,0,"1",8.39550571889239e-05,"0"
"2","2","2","1",58,"1","2","1","1","3","3","1","1","3","1","2","3",45.3,2651.2,0,5,"2",0.951504931111616,"0"
"1","1","2","2",16,"2","1","3","2","2","2","2","2","2","1","1","3",20.4,321.4,0,0,"1",0.100311072070034,"0"
"2","1","2","1",43,"2","1","2","3","1","3","3","1","1","2","2","1",84.25,3539.25,0,0,"1",0.0146049561364404,"0"
"1","1","2","1",2,"2","3","2","1","1","3","3","3","3","1","2","3",104.4,242.8,2,0,"2",0.721883728180593,"0"
"2","1","2","1",14,"2","1","1","1","3","3","3","3","3","3","1","4",81.95,1181.75,0,0,"1",0.00808689647373099,"0"
"1","1","2","1",53,"2","1","2","1","1","3","1","3","3","2","2","1",94.85,5000.2,0,5,"2",0.951325878388413,"0"
"1","1","1","1",32,"2","1","3","2","2","2","2","2","2","2","1","1",20.55,654.55,0,0,"1",0.0125108460016505,"0"
"1","1","2","1",34,"2","3","3","2","2","2","2","2","2","1","1","3",24.7,780.2,0,0,"1",0.0368883123474283,"0"
"1","2","1","1",15,"2","3","2","1","1","1","1","1","1","1","2","4",74.45,1145.7,3,0,"2",0.570472270134376,"0"
"1","2","1","1",7,"2","1","2","3","1","1","1","1","1","1","1","1",76.45,503.6,0,0,"2",0.520024244422706,"0"
"1","1","2","2",15,"2","3","2","1","3","3","1","3","3","1","2","1",105.35,1559.25,0,0,"1",0.391912490642386,"0"
"2","1","2","1",61,"2","1","3","2","2","2","2","2","2","2","2","2",20.55,1252,0,0,"1",0.00111197751626351,"0"
"1","1","1","1",1,"1","2","1","1","3","1","1","1","1","1","1","1",29.95,29.95,0,0,"2",0.544932506871453,"0"
"1","1","1","1",1,"2","1","1","1","1","1","1","1","1","1","1","4",45.3,45.3,0,0,"1",0.45026322366667,"0"
"2","1","1","1",8,"2","3","2","1","1","1","1","1","3","1","1","1",84.5,662.65,0,0,"2",0.632680362016037,"0"
"2","1","2","2",33,"2","1","1","3","1","3","1","3","3","2","1","2",74.75,2453.3,0,0,"1",0.00914039880283203,"0"
"1","1","1","1",13,"2","1","2","1","3","3","1","1","1","1","2","3",79.25,1111.65,2,1,"2",0.759033770187099,"0"
"1","1","2","1",1,"1","2","1","1","1","1","1","1","1","1","2","3",24.8,24.8,4,0,"2",0.689804283760494,"0"
"2","1","1","1",20,"2","1","1","1","3","1","1","1","1","1","2","4",51.8,1023.85,0,0,"1",0.116407945612948,"0"
"2","1","1","1",3,"1","2","1","1","1","1","3","1","1","1","1","3",30.4,82.15,0,0,"1",0.549129686030425,"0"
"1","1","1","1",13,"2","1","3","2","2","2","2","2","2","2","1","3",19.65,244.8,0,0,"1",0.0679343971534916,"0"
"1","1","2","1",40,"2","3","1","1","3","1","1","1","1","1","1","2",56.6,2379.1,0,0,"1",0.0269448157882563,"0"
"2","1","2","2",43,"2","3","1","3","1","1","3","1","3","2","2","2",71.9,3173.35,0,0,"1",0.00675329117178933,"0"
"2","1","2","1",6,"2","1","2","1","3","3","1","1","3","1","2","3",91,531,0,0,"2",0.532372106325378,"0"
"1","1","2","2",69,"2","1","3","2","2","2","2","2","2","3","1","1",19.75,1375.4,0,0,"1",0.000115222085403786,"0"
"1","1","2","2",72,"2","3","2","3","3","3","1","3","3","3","1","2",109.7,8129.3,0,0,"1",0.000187490705606241,"0"
"2","1","2","2",59,"2","1","3","2","2","2","2","2","2","3","1","2",19.3,1192.7,0,0,"1",0.000200274964066503,"0"
"1","1","2","1",20,"2","1","2","3","3","1","3","3","1","1","2","3",96.55,1901.65,0,0,"1",0.171961648071302,"0"
"2","1","2","2",24,"2","3","3","2","2","2","2","2","2","3","2","1",24.1,587.4,0,0,"1",0.00832442559904065,"0"
"2","1","1","1",59,"2","3","2","1","3","3","3","3","3","1","2","3",111.35,6519.75,0,0,"1",0.0147609545415759,"0"
"2","1","2","2",72,"2","3","2","1","3","3","3","3","3","3","2","1",112.25,8041.65,0,0,"1",0.000348513722183236,"0"
"2","1","1","2",1,"2","1","3","2","2","2","2","2","2","1","1","4",20.75,20.75,0,0,"1",0.198239098777113,"0"
"1","1","2","1",27,"2","1","2","3","1","1","3","3","3","2","2","2",101.9,2681.15,0,0,"1",0.0489796395469572,"0"
"1","1","1","1",14,"2","1","2","1","3","1","3","1","1","1","2","2",80.05,1112.3,0,0,"1",0.33225626090591,"0"
"2","1","2","2",71,"2","3","2","3","1","3","1","3","3","3","1","3",105.55,7405.5,0,0,"1",0.000378167841842191,"0"
"2","1","1","2",13,"2","1","2","1","1","1","1","3","1","1","2","2",78.3,1033.95,0,0,"1",0.477252455683936,"0"
"2","1","1","1",44,"2","1","2","1","1","1","1","1","1","1","1","2",68.85,2958.95,0,0,"1",0.0530470722106129,"0"
"1","1","1","1",33,"2","1","2","1","3","1","3","1","1","2","2","1",79.95,2684.85,5,0,"1",0.0401754437404793,"0"
"2","1","2","2",72,"1","2","1","3","3","3","3","1","3","3","2","2",55.45,4179.2,0,0,"1",9.5438518568175e-05,"0"
"2","1","1","1",1,"2","1","2","1","1","1","1","1","3","1","1","3",79.9,79.9,0,0,"2",0.718211382858293,"0"
"1","1","1","1",19,"2","1","2","3","1","3","3","3","3","1","2","3",106.6,1934.45,0,1,"2",0.545826559755441,"0"
"2","1","2","1",64,"2","1","2","1","3","3","3","3","3","2","2","2",102.45,6654.1,0,0,"1",0.00245821416434817,"0"
"2","1","1","1",2,"2","1","1","1","1","1","1","1","1","1","2","2",46,84.5,0,0,"2",0.49167914849181,"0"
"1","1","1","1",1,"1","2","1","1","1","1","1","1","1","1","1","3",25.25,25.25,5,0,"1",0.614275172097855,"0"
"2","1","1","2",61,"2","1","3","2","2","2","2","2","2","3","1","4",19.75,1124.2,0,0,"1",0.000166816789276635,"0"
